% file: run_unaligned_miranda 
% date: 16-Jul-2026 08:31:17 
rank,runid,seed,time,rerr,it
5,1,99991,5.102008,0.116910480497395,50
5,2,99989,4.535487,0.117659230399092,50
5,3,99971,4.90029,0.118840631017357,50
10,1,99991,10.74604,0.097685653977804,50
10,2,99989,11.569434,0.0955615120546235,50
10,3,99971,10.141451,0.0957710748906398,50
15,1,99991,17.31308,0.0834929193438813,50
15,2,99989,18.034789,0.0840094573123654,50
15,3,99971,18.729364,0.0833729632431257,50
20,1,99991,22.535875,0.0738077798334518,50
20,2,99989,23.056669,0.0743945551031591,50
20,3,99971,23.353213,0.0733604561616955,50
25,1,99991,30.246014,0.0664247411070587,50
25,2,99989,31.130296,0.0666476406829791,50
25,3,99971,31.645737,0.0670364551412221,50
30,1,99991,35.440311,0.0597290617022805,50
30,2,99989,36.253348,0.0606182682179728,50
30,3,99971,35.006439,0.06013673475831,50
35,1,99991,43.774628,0.0543527501772575,50
35,2,99989,45.200593,0.0543803073165665,50
35,3,99971,43.703617,0.0540803033044994,50
40,1,99991,49.109401,0.0499035641022689,50
40,2,99989,50.220097,0.0496193442316444,50
40,3,99971,49.109779,0.0488586106042765,50
45,1,99991,58.475548,0.0450056950300732,50
45,2,99989,57.953255,0.0450697459922816,50
45,3,99971,60.351607,0.0452111956212917,50
50,1,99991,67.897641,0.0406666486470247,50
50,2,99989,68.386655,0.0406084870285525,50
50,3,99971,64.845272,0.0405552390337712,50
